trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
150,False,"{'a': 0.5, 'e': 0.8784113864245404}",20,0,-85.73520531701385,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
151,False,"{'a': 0.5, 'e': 0.8770183851339245}",30,0,-128.95907034309357,"{0: 17, 1: 5, 2: 6, 3: 1, 4: 1}",0
152,False,"{'a': 0.5, 'e': 0.8756161030659814}",20,14,-11.160060280513989,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.8742045179776257}",25,1,-142.564815694832,"{0: 15, 1: 2, 2: 3, 3: 2, 4: 2}",1
154,False,"{'a': 0.5, 'e': 0.8727836082661223}",25,13,-33.3936872563918,"{0: 9, 1: 0, 2: 1, 3: 2, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.871353352980995}",20,9,-35.51201738275208,"{0: 6, 1: 1, 2: 4, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.8699137318359602}",35,0,-229.73057371081813,"{0: 17, 1: 7, 2: 7, 3: 1, 4: 3}",0
157,False,"{'a': 0.5, 'e': 0.8684647252208834}",25,0,-164.9009407358459,"{0: 16, 1: 5, 2: 0, 3: 0, 4: 4}",0
158,False,"{'a': 0.5, 'e': 0.8670063142137535}",30,0,-195.25749397345842,"{0: 17, 1: 4, 2: 5, 3: 1, 4: 3}",0
159,False,"{'a': 0.5, 'e': 0.8655384805926734}",20,5,-57.92470528345246,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 1}",1
160,False,"{'a': 0.5, 'e': 0.864061206847858}",30,0,-124.28772644167424,"{0: 17, 1: 5, 2: 6, 3: 1, 4: 1}",0
161,False,"{'a': 0.5, 'e': 0.8625744761936437}",20,0,-102.6066294417808,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
162,False,"{'a': 0.5, 'e': 0.8610782725804959}",25,0,-90.0252568669311,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
163,False,"{'a': 0.5, 'e': 0.8595725807070178}",25,0,-97.34094277715765,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
164,False,"{'a': 0.5, 'e': 0.8580573860319537}",25,0,-103.52098630880637,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 2}",0
165,False,"{'a': 0.5, 'e': 0.8565326747861806}",20,0,-102.50162395247389,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
166,False,"{'a': 0.5, 'e': 0.8549984339846871}",20,0,-48.05977088585592,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
167,False,"{'a': 0.5, 'e': 0.8534546514385326}",30,1,-114.59337634391312,"{0: 17, 1: 4, 2: 6, 3: 1, 4: 1}",1
168,False,"{'a': 0.5, 'e': 0.8519013157667836}",20,0,-80.39600179259688,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
169,False,"{'a': 0.5, 'e': 0.8503384164084221}",20,0,-165.57929008875797,"{0: 5, 1: 7, 2: 6, 3: 0, 4: 2}",0
170,False,"{'a': 0.5, 'e': 0.8487659436342209}",30,0,-233.61040610440259,"{0: 11, 1: 7, 2: 9, 3: 0, 4: 3}",1
171,False,"{'a': 0.5, 'e': 0.8471838885585818}",25,0,-88.69445543283223,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
172,False,"{'a': 0.5, 'e': 0.8455922431513315}",30,0,-132.86280412082505,"{0: 18, 1: 6, 2: 3, 3: 1, 4: 2}",0
173,False,"{'a': 0.5, 'e': 0.8439910002494707}",30,0,-77.07901000251807,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",0
